BHK,project,Location,City,Total sqft,price_sqft,price
1,NA,Koper Khairane,Mumbai,650,"6,923",45 L
3 BHK Apartment,Dosti Mezzo 22Sion,Sion,Mumbai,967,"33,712",3.26 Cr
2 BHK Apartment,Dosti Mezzo 22Sion,Sion,Mumbai,639,"33,646",2.15 Cr
3 BHK Apartment,Dosti Mezzo 22Sion,Sion,Mumbai,938,"33,688",3.16 Cr
2 BHK Apartment,Dosti Mezzo 22Sion,Sion,Mumbai,532,"33,646",1.79 Cr
2 BHK Apartment,SD Codename Hello EpicSewri,Sewri,Mumbai,605,"41,322",2.5 Cr
2 BHK Apartment,SD Codename Hello EpicSewri,Sewri,Mumbai,747,"44,712",3.34 Cr
3 BHK Apartment,Dosti Mezzo 22Sion,Sion,Mumbai,958,"33,716",3.23 Cr
2 BHK Apartment,SD Codename Hello EpicSewri,Sewri,Mumbai,781,"43,021",3.36 Cr
2 BHK Apartment,Dosti Mezzo 22Sion,Sion,Mumbai,662,"33,685",2.23 Cr
2 BHK Apartment,SD Codename Hello EpicSewri,Sewri,Mumbai,812,"47,906",3.89 Cr
3 BHK Apartment,Dosti Mezzo 22Sion,Sion,Mumbai,1194,"33,668",4.02 Cr
2 BHK Apartment,SD Codename Hello EpicSewri,Sewri,Mumbai,644,"42,236",2.72 Cr
2 BHK Apartment,Dosti Mezzo 22Sion,Sion,Mumbai,602,"33,720",2.03 Cr
2 BHK Apartment,SD Codename Hello EpicSewri,Sewri,Mumbai,611,"43,862",2.68 Cr
2 BHK Apartment,Dosti Eastern Bay Phase 1Wadala,Wadala,Mumbai,673,"26,894",1.81 Cr
3 BHK Apartment,Dosti Mezzo 22Sion,Sion,Mumbai,1334,"33,583",4.48 Cr
2 BHK Apartment,SD Codename Hello EpicSewri,Sewri,Mumbai,821,"47,746",3.92 Cr
3 BHK Apartment,Dosti Eastern Bay Phase 1Wadala,Wadala,Mumbai,965,"27,150",2.62 Cr
2 BHK Apartment,Dosti Mezzo 22Sion,Sion,Mumbai,698,"33,667",2.35 Cr
2,NA,Dombivali East,Mumbai,715,"3,776",27 L
1,NA,Dombivali East,Mumbai,495,"3,797",18.8 L
2 BHK Apartment,Shree EmpireDombivali,Dombivali,Mumbai,930,"6,000",55.8 L
1 BHK Apartment,Shree EmpireDombivali,Dombivali,Mumbai,635,"5,924",37.62 L
1 BHK Apartment,Shree Raj Uma ComplexDombivali,Dombivali,Mumbai,662,"4,984",33 L
1 RK Studio Apartment,Shree Jiyanshi PrideDombivali,Dombivali,Mumbai,410,"5,000",20.5 L
1 BHK Apartment,Dhanashree Devyani Galaxy B WingDombivali,Dombivali,Mumbai,620,"4,000",24.8 L
1 RK Studio Apartment,Dhanashree Devyani Galaxy B WingDombivali,Dombivali,Mumbai,400,"4,000",16 L
2 BHK Apartment,Shree Mangalmurti GalaxyDombivali,Dombivali,Mumbai,800,"3,999",31.99 L
1 BHK Apartment,Reputed Builder Dhanashree PrathamaDombivali,Dombivali,Mumbai,480,"4,583",22 L
2 BHK Apartment,Reputed Builder Dhanashree PrathamaDombivali,Dombivali,Mumbai,725,"4,551",33 L
1 BHK Apartment,Shree Mangalmurti GalaxyDombivali,Dombivali,Mumbai,515,"4,000",20.6 L
1 RK Studio Apartment,Reputed Builder Dhanashree PrathamaDombivali,Dombivali,Mumbai,350,"4,000",14 L
1 BHK Apartment,Satyam Developer Sundaram PlazaDombivali,Dombivali,Mumbai,495,"3,701",18.32 L
1,NA,Dombivli (West),Mumbai,510,"6,000",30.6 L
1,NA,Dombivali East,Mumbai,570,"5,500",31.35 L
1 RK Studio Apartment,Reputed Builder Dhanashree PrathamaDombivali,Dombivali,Mumbai,415,"4,457",18.5 L
1,NA,Dombivali East,Mumbai,515,"4,000",20.6 L
2,NA,Dombivali East,Mumbai,710,"4,000",28.4 L
1,NA,Dombivali East,Mumbai,545,"4,000",21.8 L
1 BHK Apartment,Ljtanna LJ Tanna PanoramaDombivali,Dombivali,Mumbai,629,"5,000",31.45 L
2 BHK Apartment,Dhanashree Devyani Galaxy B WingDombivali,Dombivali,Mumbai,830,"4,200",34.86 L
1,NA,Dombivali East,Mumbai,310,"3,870",12 L
2,NA,Dombivali East,Mumbai,770,"3,766",28.99 L
1,NA,Dombivali East,Mumbai,540,"3,888",21 L
1 BHK Apartment,Attractive HeightDombivali,Dombivali,Mumbai,615,"4,390",27 L
1,NA,Dombivali East,Mumbai,570,"6,140",35 L
1 BHK Apartment,Attractive HeightDombivali,Dombivali,Mumbai,575,"3,826",22 L
2 BHK Apartment,Satyam Developer Sundaram PlazaDombivali,Dombivali,Mumbai,795,"4,528",36 L
1,NA,Dombivali East,Mumbai,510,"4,117",21 L
1,NA,Dombivli (West),Mumbai,320,"6,250",20 L
3,NA,Bandra East,Mumbai,1300,"34,615",4.5 Cr
2 BHK Apartment,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,1155,"9,523",1.1 Cr
2 BHK Apartment,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,1155,"9,264",1.07 Cr
1 BHK Apartment,Reputed Builder AnantaMira Road East,Mira Road East,Mumbai,604,"3,825",23.1 L
3 BHK Apartment,Reputed Builder AnantaMira Road East,Mira Road East,Mumbai,1086,"3,824",41.53 L
2 BHK Apartment,Reputed Builder AnantaMira Road East,Mira Road East,Mumbai,851,"3,826",32.56 L
2 BHK Apartment,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,1155,"9,090",1.05 Cr
1 BHK Apartment,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,788,"10,152",80 L
1 BHK Apartment,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,788,"9,517",75 L
2 BHK Apartment,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,1025,"4,878",50 L
1 BHK Apartment,Rustomjee Virar Avenue L1 L2 And L4 Wing C And DVirar,Virar,Mumbai,331,"10,303",33.99 L
2 BHK Apartment,Rustomjee Virar Avenue L1 L2 And L4 Wing C And DVirar,Virar,Mumbai,512,"8,610",43.99 L
1 BHK Apartment,Kalina VillageSantacruz East,Santacruz East,Mumbai,650,"20,000",1.3 Cr
2 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,499,"11,249",56.13 L
1 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,347,"10,951",38 L
2 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,498,"11,244",56 L
3,NA,Santacruz East,Mumbai,1470,"19,727",2.9 Cr
1 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,373,"10,951",40.84 L
1 BHK Apartment,Lodha Majiwada Tower 1Thane West,Thane West,Mumbai,455,"18,681",85 L
1,NA,Thakurli,Mumbai,600,"7,333",44 L
1,NA,Kalwa,Mumbai,700,"11,142",78 L
2,NA,Kalwa,Mumbai,1100,"11,636",1.28 Cr
2,NA,Kalwa,Mumbai,945,"8,994",85 L
1,NA,Kalwa,Mumbai,675,"10,222",69 L
2,NA,Kalwa,Mumbai,950,"10,105",96 L
1 BHK Apartment,K Raheja Raheja ResidencyMalad East,Malad East,Mumbai,690,"19,565",1.35 Cr
3,NA,Goregaon East,Mumbai,1287,"29,448",3.79 Cr
1,NA,Goregaon East,Mumbai,575,"15,652",90 L
5 BHK Apartment,Goyal Lakshchandi HeightsGoregaon East,Goregaon East,Mumbai,2600,"23,076",6 Cr
2 BHK Apartment,Velentine Apartment 1 Wing DMalad East,Malad East,Mumbai,1050,"14,000",1.47 Cr
1 BHK Apartment,Velentine Apartment 1 Wing DMalad East,Malad East,Mumbai,600,"16,166",97 L
3 BHK Apartment,Jyoti SukritiGoregaon East,Goregaon East,Mumbai,1100,"21,818",2.4 Cr
2 BHK Apartment,Jyoti SukritiGoregaon East,Goregaon East,Mumbai,1000,"20,500",2.05 Cr
3 BHK Apartment,Reputed Builder RaghavMalad East,Malad East,Mumbai,1200,"20,416",2.45 Cr
3 BHK Apartment,Jyoti SukritiGoregaon East,Goregaon East,Mumbai,1100,"21,818",2.4 Cr
2 BHK Apartment,Jyoti SukritiGoregaon East,Goregaon East,Mumbai,1000,"20,500",2.05 Cr
3 BHK Apartment,Reputed Builder RaghavMalad East,Malad East,Mumbai,1200,"20,416",2.45 Cr
2 BHK Apartment,Sheth Vasant ValleyMalad East,Malad East,Mumbai,1000,"18,000",1.8 Cr
3 BHK Apartment,Dynamix AstrumMalad East,Malad East,Mumbai,1900,"16,842",3.2 Cr
2 BHK Apartment,Dynamix AstrumMalad East,Malad East,Mumbai,1050,"18,952",1.99 Cr
2 BHK Apartment,Prima Upper East 97Malad East,Malad East,Mumbai,1050,"20,952",2.2 Cr
2 BHK Apartment,JP DecksMalad East,Malad East,Mumbai,1050,"18,095",1.9 Cr
3 BHK Apartment,JP DecksMalad East,Malad East,Mumbai,2200,"19,090",4.2 Cr
2 BHK Apartment,Lakshachandi HeightsGoregaon East,Goregaon East,Mumbai,1050,"20,000",2.1 Cr
3 BHK Apartment,Prima Upper East 97Malad East,Malad East,Mumbai,1800,"16,666",3 Cr
2 BHK Apartment,K Raheja Raheja ResidencyMalad East,Malad East,Mumbai,1000,"19,000",1.9 Cr
3 BHK Apartment,Lakshachandi HeightsGoregaon East,Goregaon East,Mumbai,1700,"18,235",3.1 Cr
2 BHK Apartment,Sheth Vasant Valley Ivy TowerMalad East,Malad East,Mumbai,1050,"22,380",2.35 Cr
4 BHK Apartment,Sheth Vasant Valley Ivy TowerMalad East,Malad East,Mumbai,2000,"22,500",4.5 Cr
1 BHK Apartment,Puraniks Puraniks City Phase 1Thane West,Thane West,Mumbai,600,"9,166",55 L
2 BHK Apartment,ACME OzoneThane West,Thane West,Mumbai,800,"13,750",1.1 Cr
3 BHK Apartment,Sheth Auris Ilaria Tower BMalad West,Malad West,Mumbai,785,"25,350",1.99 Cr
3 BHK Apartment,Sheth Auris Ilaria Tower BMalad West,Malad West,Mumbai,787,"26,556",2.09 Cr
2 BHK Apartment,Sheth Auris Ilaria Tower BMalad West,Malad West,Mumbai,570,"26,491",1.51 Cr
2 BHK Apartment,Sheth Auris Ilaria Tower BMalad West,Malad West,Mumbai,578,"26,989",1.56 Cr
1 BHK Apartment,Sheth Auris Ilaria Tower BMalad West,Malad West,Mumbai,398,"26,381",1.05 Cr
2 BHK Apartment,Mahaavir Exotique Phase 1Taloja,Taloja,Mumbai,577,"11,915",68.75 L
1 BHK Apartment,Mahaavir Exotique Phase 1Taloja,Taloja,Mumbai,424,"11,438",48.5 L
2 BHK Apartment,Mahaavir Exotique Phase 1Taloja,Taloja,Mumbai,595,"11,848",70.5 L
2 BHK Apartment,Mahaavir Exotique Phase 1Taloja,Taloja,Mumbai,602,"12,126",73 L
3 BHK Apartment,Mahaavir Exotique Phase 1Taloja,Taloja,Mumbai,700,"11,035",77.25 L
4 BHK Apartment,Wadhwa PrabhadeviPrabhadevi,Prabhadevi,Mumbai,3250,"44,615",14.5 Cr
2 BHK Apartment,Sugee SanskrutiWorli,Worli,Mumbai,1250,"32,000",4 Cr
3 BHK Apartment,Kesar Exotica Phase I Basement Plus Ground Plus Upper 14 FloorsKharghar,Kharghar,Mumbai,1515,"10,891",1.65 Cr
2 BHK Apartment,Kesar Exotica Phase I Basement Plus Ground Plus Upper 14 FloorsKharghar,Kharghar,Mumbai,1215,"10,288",1.25 Cr
2,NA,Kharghar,Mumbai,1215,"10,288",1.25 Cr
1 BHK Apartment,Luv Concept RiversideTaloja,Taloja,Mumbai,419,"7,136",29.89 L
2 BHK Apartment,Luv Concept RiversideTaloja,Taloja,Mumbai,585,"7,265",42.5 L
3 BHK Apartment,Neminath LuxeriaAndheri West,Andheri West,Mumbai,1600,"14,687",2.35 Cr
1,NA,Bhandup East,Mumbai,608,"13,486",82 L
1,NA,Kalwa,Mumbai,620,"10,000",62 L
1,NA,Kalwa,Mumbai,950,"7,368",70 L
1,NA,Kalwa,Mumbai,650,"9,230",60 L
1 RK Studio Apartment,HDIL Dheeraj Savera 1Borivali East,Borivali East,Mumbai,415,"14,457",60 L
2 BHK Apartment,Swaraj Homes Press Enclave Aarambh CHSSion,Sion,Mumbai,1445,"9,688",1.4 Cr
2 BHK Apartment,JP DecksMalad East,Malad East,Mumbai,1290,"16,279",2.1 Cr
2 BHK Apartment,DB WoodsGoregaon East,Goregaon East,Mumbai,1566,"15,964",2.5 Cr
1 BHK Apartment,Dharti PressidioKandivali West,Kandivali West,Mumbai,550,"14,727",81 L
2 BHK Apartment,Gurukrupa Marina EnclaveMalad West,Malad West,Mumbai,854,"18,501",1.58 Cr
2 BHK Apartment,Sheth Auris Serenity Tower 2Malad West,Malad West,Mumbai,1048,"23,664",2.48 Cr
3 BHK Apartment,Sheth Auris Serenity Tower 1Malad West,Malad West,Mumbai,1596,"23,872",3.81 Cr
1,NA,Malad West,Mumbai,210,"15,000",31.5 L
1 BHK Apartment,Reputed Builder Galaxy HeightsKandivali West,Kandivali West,Mumbai,450,"11,333",51 L
2 BHK Apartment,Royal OasisMalad West,Malad West,Mumbai,900,"16,111",1.45 Cr
1 BHK Apartment,Dharti PressidioKandivali West,Kandivali West,Mumbai,550,"14,363",79 L
2 BHK Apartment, Silicon ParkMalad West,Malad West,Mumbai,900,"22,222",2 Cr
1,NA,Malad West,Mumbai,350,"14,285",50 L
1,NA,Malad West,Mumbai,220,"13,863",30.5 L
1,NA,Malad West,Mumbai,350,"14,857",52 L
1,NA,Malad West,Mumbai,410,"12,560",51.5 L
1,NA,Malad West,Mumbai,300,"19,000",57 L
1 RK Studio Apartment,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,200,"15,500",31 L
1 BHK Apartment,Reputed Builder New Mhada TowersAndheri West,Andheri West,Mumbai,350,"14,285",50 L
1 BHK Apartment,Ruparel Optima Ph 1Kandivali West,Kandivali West,Mumbai,450,"16,444",74 L
3 BHK Apartment,Adhiraj MainlandKharghar,Kharghar,Mumbai,1600,"8,125",1.3 Cr
2,NA,Vikroli East,Mumbai,880,"12,500",1.1 Cr
1,NA,Vikroli East,Mumbai,570,"14,561",83 L
2,NA,Vikroli East,Mumbai,1120,"15,178",1.7 Cr
1 BHK Apartment,Reputed Builder Sai DeepVikroli East,Vikroli East,Mumbai,405,"22,222",90 L
1,NA,Vikroli East,Mumbai,530,"14,716",78 L
1,NA,Vikroli East,Mumbai,530,"14,339",76 L
1,NA,Bhandup East,Mumbai,608,"13,486",82 L
1,NA,Kalwa,Mumbai,620,"10,000",62 L
1,NA,Kalwa,Mumbai,950,"7,368",70 L
1,NA,Kalwa,Mumbai,650,"9,230",60 L
1 RK Studio Apartment,HDIL Dheeraj Savera 1Borivali East,Borivali East,Mumbai,415,"14,457",60 L
2 BHK Apartment,Swaraj Homes Press Enclave Aarambh CHSSion,Sion,Mumbai,1445,"9,688",1.4 Cr
2 BHK Apartment,JP DecksMalad East,Malad East,Mumbai,1290,"16,279",2.1 Cr
2 BHK Apartment,DB WoodsGoregaon East,Goregaon East,Mumbai,1566,"15,964",2.5 Cr
1 BHK Apartment,Dharti PressidioKandivali West,Kandivali West,Mumbai,550,"14,727",81 L
2 BHK Apartment,Gurukrupa Marina EnclaveMalad West,Malad West,Mumbai,854,"18,501",1.58 Cr
2 BHK Apartment,Sheth Auris Serenity Tower 2Malad West,Malad West,Mumbai,1048,"23,664",2.48 Cr
3 BHK Apartment,Sheth Auris Serenity Tower 1Malad West,Malad West,Mumbai,1596,"23,872",3.81 Cr
1,NA,Malad West,Mumbai,210,"15,000",31.5 L
1 BHK Apartment,Reputed Builder Galaxy HeightsKandivali West,Kandivali West,Mumbai,450,"11,333",51 L
2 BHK Apartment,Royal OasisMalad West,Malad West,Mumbai,900,"16,111",1.45 Cr
1 BHK Apartment,Dharti PressidioKandivali West,Kandivali West,Mumbai,550,"14,363",79 L
2 BHK Apartment, Silicon ParkMalad West,Malad West,Mumbai,900,"22,222",2 Cr
1,NA,Malad West,Mumbai,350,"14,285",50 L
1,NA,Malad West,Mumbai,220,"13,863",30.5 L
1,NA,Malad West,Mumbai,350,"14,857",52 L
1,NA,Malad West,Mumbai,410,"12,560",51.5 L
1,NA,Malad West,Mumbai,300,"19,000",57 L
1 RK Studio Apartment,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,200,"15,500",31 L
1 BHK Apartment,Reputed Builder New Mhada TowersAndheri West,Andheri West,Mumbai,350,"14,285",50 L
1 BHK Apartment,Ruparel Optima Ph 1Kandivali West,Kandivali West,Mumbai,450,"16,444",74 L
1 RK Studio Apartment,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,225,"15,555",35 L
2 BHK Apartment, Silicon ParkMalad West,Malad West,Mumbai,900,"22,222",2 Cr
2 BHK Apartment,Lodha WoodsKandivali East,Kandivali East,Mumbai,1051,"18,268",1.92 Cr
3 BHK Apartment,Lodha WoodsKandivali East,Kandivali East,Mumbai,1550,"15,677",2.43 Cr
1 BHK Apartment,Mahada New TowerMalad West,Malad West,Mumbai,420,"12,142",51 L
1,NA,Vichumbe,Mumbai,600,"5,500",33 L
2,NA,Vichumbe,Mumbai,898,"5,790",52 L
2 BHK Apartment,Neminath AvenueAndheri West,Andheri West,Mumbai,1225,"16,816",2.06 Cr
1,NA,Kalwa,Mumbai,680,"9,558",65 L
2,NA,Kalwa,Mumbai,1000,"10,200",1.02 Cr
2,NA,Kalwa,Mumbai,910,"9,670",88 L
2,NA,Kalwa,Mumbai,910,"10,769",98 L
1,NA,Kalwa,Mumbai,800,"8,750",70 L
2,NA,Kalwa,Mumbai,1000,"9,500",95 L
1 BHK Apartment,Sri Garden Avenue KVirar,Virar,Mumbai,725,"5,793",42 L
1 BHK Apartment,Sri Garden Avenue KVirar,Virar,Mumbai,725,"5,655",41 L
1 BHK Apartment,Sri Garden Avenue KVirar,Virar,Mumbai,725,"5,517",40 L
2,NA,Kalwa,Mumbai,850,"10,823",92 L
1 BHK Apartment,Poonam PallazoNala Sopara,Nala Sopara,Mumbai,550,"4,745",26.1 L
1,NA,Kalwa,Mumbai,675,"9,629",65 L
3 BHK Apartment,DB WoodsGoregaon East,Goregaon East,Mumbai,1995,"22,055",4.4 Cr
4 BHK Apartment,DB WoodsGoregaon East,Goregaon East,Mumbai,2800,"20,714",5.8 Cr
1 BHK Apartment,Raheja RidgewoodGoregaon East,Goregaon East,Mumbai,715,"21,678",1.55 Cr
2,NA,Kalwa,Mumbai,1000,"9,100",91 L
2 BHK Apartment,Shree Chamunda DamodarpriyaKharghar,Kharghar,Mumbai,595,"19,496",1.16 Cr
4 BHK Apartment,Kasturi RegiusKharghar,Kharghar,Mumbai,1271,"19,063",2.42 Cr
3 BHK Apartment,Kasturi RegiusKharghar,Kharghar,Mumbai,860,"18,953",1.63 Cr
2 BHK Apartment,Kasturi RegiusKharghar,Kharghar,Mumbai,635,"19,063",1.21 Cr
2 BHK Apartment,Krishna Residences Phase 1Andheri East,Andheri East,Mumbai,980,"22,448",2.2 Cr
2 BHK Apartment,Sri Garden Avenue KVirar,Virar,Mumbai,586,"7,686",45.03 L
1 BHK Apartment,Sri Garden Avenue KVirar,Virar,Mumbai,445,"7,674",34.14 L
2 BHK Apartment,Sri Garden Avenue KVirar,Virar,Mumbai,692,"7,659",53 L
1 BHK Apartment,Sri Garden Avenue KVirar,Virar,Mumbai,487,"7,597",36.99 L
3 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,1285,"6,926",89 L
3 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,1285,"6,836",87.85 L
3 BHK Apartment,Lodha FiorenzaGoregaon East,Goregaon East,Mumbai,1690,"23,372",3.95 Cr
2 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,980,"5,918",58 L
2 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,980,"5,816",57 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,730,"5,753",42 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,730,"5,684",41.5 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,730,"5,616",41 L
2 BHK Apartment,Agarwal SolitaireVirar,Virar,Mumbai,980,"5,306",52 L
2 BHK Apartment,Agarwal SolitaireVirar,Virar,Mumbai,980,"5,255",51.5 L
1 BHK Apartment,Agarwal SolitaireVirar,Virar,Mumbai,715,"5,524",39.5 L
1 BHK Apartment,Agarwal SolitaireVirar,Virar,Mumbai,715,"5,454",39 L
1 BHK Apartment,Agarwal SolitaireVirar,Virar,Mumbai,715,"5,384",38.5 L
3 BHK Apartment,Group Rushi HeightsMalad East,Malad East,Mumbai,1390,"18,705",2.6 Cr
2 BHK Apartment,Shapoorji Pallonji Joyville Virar Phase 1Virar,Virar,Mumbai,1075,"6,511",70 L
1 BHK Apartment,Shapoorji Pallonji Joyville Virar Phase 1Virar,Virar,Mumbai,745,"6,577",49 L
1 BHK Apartment,Shapoorji Pallonji Joyville Virar Phase 1Virar,Virar,Mumbai,745,"6,510",48.5 L
2 BHK Apartment,Shapoorji Pallonji Joyville Virar Phase 1Virar,Virar,Mumbai,1075,"6,372",68.5 L
1 BHK Apartment,Shapoorji Pallonji Joyville Virar Phase 1Virar,Virar,Mumbai,745,"6,442",48 L
1 BHK Apartment, Silicon ParkMalad West,Malad West,Mumbai,600,"14,666",88 L
1 BHK Apartment,Reputed Builder New Bhomi Park 2Malad West,Malad West,Mumbai,600,"15,000",90 L
1 RK Studio Apartment,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,200,"15,000",30 L
1 RK Studio Apartment,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,225,"14,666",33 L
1 BHK Apartment,Mahada New TowerMalad West,Malad West,Mumbai,410,"12,439",51 L
1 RK Studio Apartment,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,225,"13,777",31 L
2 BHK Apartment,Rustomjee MeridianKandivali West,Kandivali West,Mumbai,900,"16,111",1.45 Cr
1 RK Studio Apartment,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,225,"15,111",34 L
1,NA,Malad West,Mumbai,225,"13,111",29.5 L
1,NA,Kandivali West,Mumbai,395,"13,417",53 L
2 BHK Apartment,Omkar Alta MonteMalad East,Malad East,Mumbai,1395,"16,129",2.25 Cr
2,NA,Vichumbe,Mumbai,1100,"6,363",70 L
1 BHK Apartment,Gurukrupa Marina EnclaveMalad West,Malad West,Mumbai,600,"16,333",98 L
2 BHK Apartment,Gurukrupa Marina EnclaveMalad West,Malad West,Mumbai,852,"18,192",1.55 Cr
1 BHK Apartment,Pooja EnclaveKandivali West,Kandivali West,Mumbai,600,"14,666",88 L
1 BHK Apartment,Abhigna Avirahi HeightsMalad West,Malad West,Mumbai,650,"14,153",92 L
1 BHK Apartment,Mahada New TowerMalad West,Malad West,Mumbai,450,"11,111",50 L
1 BHK Apartment,Niketan Bliss Niketan CHSKandivali West,Kandivali West,Mumbai,550,"16,363",90 L
1 BHK Apartment,Niketan Bliss Niketan CHSKandivali West,Kandivali West,Mumbai,550,"16,545",91 L
2 BHK Apartment,Wadhwa Wise CityPanvel,Panvel,Mumbai,538,"9,665",52 L
1 BHK Apartment,Wadhwa Wise CityPanvel,Panvel,Mumbai,387,"9,689",37.5 L
2 BHK Apartment,Wadhwa Wise CityPanvel,Panvel,Mumbai,482,"9,958",48 L
1,NA,Kharodi,Mumbai,225,"13,333",30 L
1,NA,Kharodi,Mumbai,225,"13,333",30 L
1 RK Studio Apartment,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,225,"14,000",31.5 L
1 RK Studio Apartment,Reputed Builder Ridhi SidhiMalad West,Malad West,Mumbai,225,"13,333",30 L
1,NA,Malad West,Mumbai,300,"18,333",55 L
1 BHK Apartment,Reputed Builder New Bhomi Park 2Malad West,Malad West,Mumbai,650,"13,538",88 L
1,NA,Malad West,Mumbai,350,"14,857",52 L
1 BHK Apartment,Gurukrupa Marina EnclaveMalad West,Malad West,Mumbai,600,"15,333",92 L
1,NA,Kandivali West,Mumbai,300,"12,666",38 L
1,NA,Kandivali West,Mumbai,370,"13,513",50 L
1,NA,Malad West,Mumbai,200,"14,500",29 L
2 BHK Apartment,Abhigna Avirahi HeightsMalad West,Malad West,Mumbai,850,"15,882",1.35 Cr
2 BHK Apartment,Abhigna Avirahi HeightsMalad West,Malad West,Mumbai,865,"15,953",1.38 Cr
1 RK Studio Apartment,Reputed Builder Chatrapati Shivaji Raje ComplexKandivali West,Kandivali West,Mumbai,340,"12,941",44 L
2 BHK Apartment,Gurukrupa Marina EnclaveMalad West,Malad West,Mumbai,890,"18,539",1.65 Cr
1 BHK Apartment,Abhigna Avirahi HeightsMalad West,Malad West,Mumbai,650,"14,153",92 L
1 BHK Apartment,Abhigna Avirahi HeightsMalad West,Malad West,Mumbai,620,"14,516",90 L
1 RK Studio Apartment,Mahada New TowerMalad West,Malad West,Mumbai,250,"12,000",30 L
1,NA,Malad West,Mumbai,400,"13,750",55 L
1 BHK Apartment,Mahada New TowerMalad West,Malad West,Mumbai,370,"15,675",58 L
1 BHK Apartment,Reputed Builder LibraMalad West,Malad West,Mumbai,450,"15,555",70 L
1 BHK Apartment,Abhigna Avirahi HeightsMalad West,Malad West,Mumbai,625,"14,240",89 L
3 BHK Apartment,K Raheja HeightsMalad East,Malad East,Mumbai,1480,"18,918",2.8 Cr
1,NA,Shahapur,Mumbai,780,"3,205",25 L
1 BHK Apartment,Navkar City Phase 1 And 2Naigaon East,Naigaon East,Mumbai,610,"5,573",34 L
2 BHK Apartment,Saptashree Green Acres IIThane West,Thane West,Mumbai,750,"12,266",92 L
3 BHK Apartment,Hiranandani AvalonPowai,Powai,Mumbai,1440,"37,152",5.35 Cr
3 BHK Apartment,Hiranandani Garden EldoraPowai,Powai,Mumbai,1440,"29,861",4.3 Cr
2 BHK Apartment,Mayfair The ViewVikhroli,Vikhroli,Mumbai,1020,"13,725",1.4 Cr
2 BHK Apartment,Lodha FiorenzaGoregaon East,Goregaon East,Mumbai,1390,"20,143",2.8 Cr
2 BHK Apartment,Satellite Satellite TowerGoregaon East,Goregaon East,Mumbai,1400,"17,142",2.4 Cr
2 BHK Apartment,Aurum Q Residences R1Ghansoli,Ghansoli,Mumbai,1200,"13,750",1.65 Cr
2 BHK Apartment,L And T Seawoods Opal At West SquareSeawoods,Seawoods,Mumbai,1350,"15,555",2.1 Cr
2,NA,Kalwa,Mumbai,1100,"11,545",1.27 Cr
1 BHK Apartment,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,560,"4,642",26 L
1 BHK Apartment,Rashmi Star CityNaigaon East,Naigaon East,Mumbai,600,"3,833",23 L
1,NA,Naigaon East,Mumbai,500,"4,000",20 L
1 BHK Apartment,Maad Maad Yashwant Pride IINaigaon East,Naigaon East,Mumbai,540,"4,537",24.5 L
3 BHK Apartment,Nahar 8 TowersPowai,Powai,Mumbai,1363,"21,863",2.98 Cr
3 BHK Apartment,Nahar Yarrow Yucca VincaPowai,Powai,Mumbai,1365,"19,413",2.65 Cr
3,NA,Powai,Mumbai,1650,"16,666",2.75 Cr
2 BHK Apartment,Red Stone Saifee ParkByculla,Byculla,Mumbai,1315,"34,980",4.6 Cr
1,NA,Mazgaon,Mumbai,650,"27,692",1.8 Cr
1,NA,Mazgaon,Mumbai,600,"28,333",1.7 Cr
2,NA,Mumbai Central,Mumbai,870,"43,678",3.8 Cr
3 BHK Apartment,Atul Wallace FortunaMazagaon,Mazagaon,Mumbai,1800,"34,333",6.18 Cr
2 BHK Apartment,Reputed Builder Sterling TowerMazgaon,Mazgaon,Mumbai,920,"40,108",3.69 Cr
2,NA,Agripada,Mumbai,975,"37,743",3.68 Cr
2 BHK Apartment,Red Stone Saifee ParkByculla,Byculla,Mumbai,1650,"26,969",4.45 Cr
